BM25_Unigram_Case-folded_QueryRefine

+----------+-------------+----------------------+--------+
| Query ID | Document ID |      Precision       | Recall |
+----------+-------------+----------------------+--------+
|    1     |  CACM-2319  |         0.0          |  0.0   |
|    1     |  CACM-1938  |         0.0          |  0.0   |
|    1     |  CACM-1410  |  0.3333333333333333  |  0.2   |
|    1     |  CACM-1827  |         0.25         |  0.2   |
|    1     |  CACM-2371  |         0.2          |  0.2   |
|    1     |  CACM-1033  | 0.16666666666666666  |  0.2   |
|    1     |  CACM-1605  |  0.2857142857142857  |  0.4   |
|    1     |  CACM-1506  |         0.25         |  0.4   |
|    1     |  CACM-2535  |  0.2222222222222222  |  0.4   |
|    1     |  CACM-1657  |         0.2          |  0.4   |
|    1     |  CACM-2379  | 0.18181818181818182  |  0.4   |
|    1     |  CACM-0971  | 0.16666666666666666  |  0.4   |
|    1     |  CACM-1523  | 0.15384615384615385  |  0.4   |
|    1     |  CACM-2947  | 0.14285714285714285  |  0.4   |
|    1     |  CACM-2951  | 0.13333333333333333  |  0.4   |
|    1     |  CACM-2344  |        0.125         |  0.4   |
|    1     |  CACM-2380  | 0.11764705882352941  |  0.4   |
|    1     |  CACM-1519  |  0.1111111111111111  |  0.4   |
|    1     |  CACM-2054  | 0.10526315789473684  |  0.4   |
|    1     |  CACM-1544  |         0.1          |  0.4   |
|    1     |  CACM-1464  | 0.09523809523809523  |  0.4   |
|    1     |  CACM-1572  | 0.13636363636363635  |  0.6   |
|    1     |  CACM-1173  | 0.13043478260869565  |  0.6   |
|    1     |  CACM-2357  |        0.125         |  0.6   |
|    1     |  CACM-2218  |         0.12         |  0.6   |
|    1     |  CACM-1591  | 0.11538461538461539  |  0.6   |
|    1     |  CACM-2378  |  0.1111111111111111  |  0.6   |
|    1     |  CACM-2632  | 0.10714285714285714  |  0.6   |
|    1     |  CACM-2542  | 0.10344827586206896  |  0.6   |
|    1     |  CACM-1908  |         0.1          |  0.6   |
|    1     |  CACM-1960  |  0.0967741935483871  |  0.6   |
|    1     |  CACM-2424  |       0.09375        |  0.6   |
|    1     |  CACM-2358  | 0.12121212121212122  |  0.8   |
|    1     |  CACM-1844  | 0.11764705882352941  |  0.8   |
|    1     |  CACM-1179  | 0.11428571428571428  |  0.8   |
|    1     |  CACM-0585  |  0.1111111111111111  |  0.8   |
|    1     |  CACM-2626  | 0.10810810810810811  |  0.8   |
|    1     |  CACM-3089  | 0.10526315789473684  |  0.8   |
|    1     |  CACM-1752  | 0.10256410256410256  |  0.8   |
|    1     |  CACM-2629  |         0.1          |  0.8   |
|    1     |  CACM-1071  |  0.0975609756097561  |  0.8   |
|    1     |  CACM-1542  | 0.09523809523809523  |  0.8   |
|    1     |  CACM-2984  | 0.09302325581395349  |  0.8   |
|    1     |  CACM-1226  | 0.09090909090909091  |  0.8   |
|    1     |  CACM-1393  | 0.08888888888888889  |  0.8   |
|    1     |  CACM-2501  | 0.08695652173913043  |  0.8   |
|    1     |  CACM-1749  |  0.0851063829787234  |  0.8   |
|    1     |  CACM-1750  | 0.08333333333333333  |  0.8   |
|    1     |  CACM-2151  | 0.08163265306122448  |  0.8   |
|    1     |  CACM-1315  |         0.08         |  0.8   |
|    1     |  CACM-1526  |  0.0784313725490196  |  0.8   |
|    1     |  CACM-1264  | 0.07692307692307693  |  0.8   |
|    1     |  CACM-2946  | 0.07547169811320754  |  0.8   |
|    1     |  CACM-1805  | 0.07407407407407407  |  0.8   |
|    1     |  CACM-1680  | 0.07272727272727272  |  0.8   |
|    1     |  CACM-2500  | 0.07142857142857142  |  0.8   |
|    1     |  CACM-2560  | 0.07017543859649122  |  0.8   |
|    1     |  CACM-3048  | 0.06896551724137931  |  0.8   |
|    1     |  CACM-2219  | 0.06779661016949153  |  0.8   |
|    1     |  CACM-2740  | 0.06666666666666667  |  0.8   |
|    1     |  CACM-2988  | 0.06557377049180328  |  0.8   |
|    1     |  CACM-2288  | 0.06451612903225806  |  0.8   |
|    1     |  CACM-1225  | 0.06349206349206349  |  0.8   |
|    1     |  CACM-2375  |        0.0625        |  0.8   |
|    1     |  CACM-3025  | 0.06153846153846154  |  0.8   |
|    1     |  CACM-2390  | 0.06060606060606061  |  0.8   |
|    1     |  CACM-2188  | 0.05970149253731343  |  0.8   |
|    1     |  CACM-3127  | 0.058823529411764705 |  0.8   |
|    1     |  CACM-1885  | 0.057971014492753624 |  0.8   |
|    1     |  CACM-0637  | 0.05714285714285714  |  0.8   |
|    1     |  CACM-1391  | 0.056338028169014086 |  0.8   |
|    1     |  CACM-1753  | 0.05555555555555555  |  0.8   |
|    1     |  CACM-1161  |  0.0547945205479452  |  0.8   |
|    1     |  CACM-2669  | 0.05405405405405406  |  0.8   |
|    1     |  CACM-1647  | 0.05333333333333334  |  0.8   |
|    1     |  CACM-2439  | 0.05263157894736842  |  0.8   |
|    1     |  CACM-2092  | 0.05194805194805195  |  0.8   |
|    1     |  CACM-2767  | 0.05128205128205128  |  0.8   |
|    1     |  CACM-2681  | 0.05063291139240506  |  0.8   |
|    1     |  CACM-1792  |         0.05         |  0.8   |
|    1     |  CACM-0972  | 0.04938271604938271  |  0.8   |
|    1     |  CACM-2318  | 0.04878048780487805  |  0.8   |
|    1     |  CACM-3070  | 0.04819277108433735  |  0.8   |
|    1     |  CACM-2838  | 0.047619047619047616 |  0.8   |
|    1     |  CACM-2003  | 0.047058823529411764 |  0.8   |
|    1     |  CACM-1341  | 0.046511627906976744 |  0.8   |
|    1     |  CACM-2541  | 0.04597701149425287  |  0.8   |
|    1     |  CACM-3153  | 0.045454545454545456 |  0.8   |
|    1     |  CACM-1304  |  0.0449438202247191  |  0.8   |
|    1     |  CACM-2920  | 0.044444444444444446 |  0.8   |
|    1     |  CACM-0698  | 0.04395604395604396  |  0.8   |
|    1     |  CACM-0202  | 0.043478260869565216 |  0.8   |
|    1     |  CACM-2201  | 0.043010752688172046 |  0.8   |
|    1     |  CACM-1746  |  0.0425531914893617  |  0.8   |
|    1     |  CACM-2153  | 0.042105263157894736 |  0.8   |
|    1     |  CACM-1626  | 0.041666666666666664 |  0.8   |
|    1     |  CACM-1571  | 0.041237113402061855 |  0.8   |
|    1     |  CACM-2841  | 0.04081632653061224  |  0.8   |
|    1     |  CACM-1487  | 0.04040404040404041  |  0.8   |
|    1     |  CACM-2317  |         0.04         |  0.8   |
+----------+-------------+----------------------+--------+

+----------+---------------+----------------+
| Query ID | Precision @ 5 | Precision @ 20 |
+----------+---------------+----------------+
|    1     |      0.2      |      0.1       |
+----------+---------------+----------------+



Mean Average Precision: 
0.5503244135233087

Mean Reciprocal Rank: 
0.8372329059829061

+----------+-------------+----------------------+--------------------+
| Query ID | Document ID |      Precision       |       Recall       |
+----------+-------------+----------------------+--------------------+
|    2     |  CACM-2434  |         1.0          | 0.3333333333333333 |
|    2     |  CACM-2863  |         1.0          | 0.6666666666666666 |
|    2     |  CACM-3078  |         1.0          |        1.0         |
|    2     |  CACM-1519  |         0.75         |        1.0         |
|    2     |  CACM-2380  |         0.6          |        1.0         |
|    2     |  CACM-2365  |         0.5          |        1.0         |
|    2     |  CACM-2017  | 0.42857142857142855  |        1.0         |
|    2     |  CACM-1884  |        0.375         |        1.0         |
|    2     |  CACM-2277  |  0.3333333333333333  |        1.0         |
|    2     |  CACM-1753  |         0.3          |        1.0         |
|    2     |  CACM-0330  |  0.2727272727272727  |        1.0         |
|    2     |  CACM-3028  |         0.25         |        1.0         |
|    2     |  CACM-0497  | 0.23076923076923078  |        1.0         |
|    2     |  CACM-1012  | 0.21428571428571427  |        1.0         |
|    2     |  CACM-2022  |         0.2          |        1.0         |
|    2     |  CACM-1523  |        0.1875        |        1.0         |
|    2     |  CACM-0727  | 0.17647058823529413  |        1.0         |
|    2     |  CACM-2429  | 0.16666666666666666  |        1.0         |
|    2     |  CACM-2297  | 0.15789473684210525  |        1.0         |
|    2     |  CACM-2914  |         0.15         |        1.0         |
|    2     |  CACM-2741  | 0.14285714285714285  |        1.0         |
|    2     |  CACM-1364  | 0.13636363636363635  |        1.0         |
|    2     |  CACM-3006  | 0.13043478260869565  |        1.0         |
|    2     |  CACM-2939  |        0.125         |        1.0         |
|    2     |  CACM-2085  |         0.12         |        1.0         |
|    2     |  CACM-2669  | 0.11538461538461539  |        1.0         |
|    2     |  CACM-3152  |  0.1111111111111111  |        1.0         |
|    2     |  CACM-2373  | 0.10714285714285714  |        1.0         |
|    2     |  CACM-0335  | 0.10344827586206896  |        1.0         |
|    2     |  CACM-1062  |         0.1          |        1.0         |
|    2     |  CACM-1879  |  0.0967741935483871  |        1.0         |
|    2     |  CACM-2667  |       0.09375        |        1.0         |
|    2     |  CACM-1652  | 0.09090909090909091  |        1.0         |
|    2     |  CACM-2095  | 0.08823529411764706  |        1.0         |
|    2     |  CACM-1810  | 0.08571428571428572  |        1.0         |
|    2     |  CACM-1964  | 0.08333333333333333  |        1.0         |
|    2     |  CACM-2976  | 0.08108108108108109  |        1.0         |
|    2     |  CACM-1046  | 0.07894736842105263  |        1.0         |
|    2     |  CACM-1754  | 0.07692307692307693  |        1.0         |
|    2     |  CACM-2039  |        0.075         |        1.0         |
|    2     |  CACM-1752  | 0.07317073170731707  |        1.0         |
|    2     |  CACM-2881  | 0.07142857142857142  |        1.0         |
|    2     |  CACM-2450  | 0.06976744186046512  |        1.0         |
|    2     |  CACM-2398  | 0.06818181818181818  |        1.0         |
|    2     |  CACM-2769  | 0.06666666666666667  |        1.0         |
|    2     |  CACM-3202  | 0.06521739130434782  |        1.0         |
|    2     |  CACM-1821  | 0.06382978723404255  |        1.0         |
|    2     |  CACM-2379  |        0.0625        |        1.0         |
|    2     |  CACM-1728  | 0.061224489795918366 |        1.0         |
|    2     |  CACM-2651  |         0.06         |        1.0         |
|    2     |  CACM-3153  | 0.058823529411764705 |        1.0         |
|    2     |  CACM-1676  | 0.057692307692307696 |        1.0         |
|    2     |  CACM-2688  | 0.05660377358490566  |        1.0         |
|    2     |  CACM-1570  | 0.05555555555555555  |        1.0         |
|    2     |  CACM-1313  | 0.05454545454545454  |        1.0         |
|    2     |  CACM-2016  | 0.05357142857142857  |        1.0         |
|    2     |  CACM-3129  | 0.05263157894736842  |        1.0         |
|    2     |  CACM-0051  | 0.05172413793103448  |        1.0         |
|    2     |  CACM-1082  | 0.05084745762711865  |        1.0         |
|    2     |  CACM-1264  |         0.05         |        1.0         |
|    2     |  CACM-2872  | 0.04918032786885246  |        1.0         |
|    2     |  CACM-1096  | 0.04838709677419355  |        1.0         |
|    2     |  CACM-1139  | 0.047619047619047616 |        1.0         |
|    2     |  CACM-1649  |       0.046875       |        1.0         |
|    2     |  CACM-2668  | 0.046153846153846156 |        1.0         |
|    2     |  CACM-2331  | 0.045454545454545456 |        1.0         |
|    2     |  CACM-2069  | 0.04477611940298507  |        1.0         |
|    2     |  CACM-1931  | 0.04411764705882353  |        1.0         |
|    2     |  CACM-0616  | 0.043478260869565216 |        1.0         |
|    2     |  CACM-1977  | 0.04285714285714286  |        1.0         |
|    2     |  CACM-0292  | 0.04225352112676056  |        1.0         |
|    2     |  CACM-2588  | 0.041666666666666664 |        1.0         |
|    2     |  CACM-2375  |  0.0410958904109589  |        1.0         |
|    2     |  CACM-2068  | 0.04054054054054054  |        1.0         |
|    2     |  CACM-2423  |         0.04         |        1.0         |
|    2     |  CACM-0893  | 0.039473684210526314 |        1.0         |
|    2     |  CACM-2525  | 0.03896103896103896  |        1.0         |
|    2     |  CACM-2748  | 0.038461538461538464 |        1.0         |
|    2     |  CACM-2262  |  0.0379746835443038  |        1.0         |
|    2     |  CACM-1010  |        0.0375        |        1.0         |
|    2     |  CACM-0200  | 0.037037037037037035 |        1.0         |
|    2     |  CACM-0201  | 0.036585365853658534 |        1.0         |
|    2     |  CACM-2647  | 0.03614457831325301  |        1.0         |
|    2     |  CACM-2358  | 0.03571428571428571  |        1.0         |
|    2     |  CACM-2526  | 0.03529411764705882  |        1.0         |
|    2     |  CACM-0942  | 0.03488372093023256  |        1.0         |
|    2     |  CACM-1861  | 0.034482758620689655 |        1.0         |
|    2     |  CACM-0098  | 0.03409090909090909  |        1.0         |
|    2     |  CACM-2137  | 0.033707865168539325 |        1.0         |
